PerformanceID,StudentID,Term,CourseCode,CreditHoursAttempted,CreditHoursEarned,FinalGrade,TermGPA,CumulativeGPA,AcademicStanding
PERF001249,WMU00291,Spring 2025,MATH2010,9,9,F,1.61,2.06,Good Standing
PERF001250,WMU00487,Fall 2024,MATH2010,12,12,W,1.57,2.6,Good Standing
PERF001251,WMU00024,Spring 2025,CS3100,9,9,C,1.9,2.24,Dean's List
PERF001252,WMU00291,Fall 2023,PSYC1100,9,9,F,2.67,3.11,Good Standing
PERF001253,WMU00311,Fall 2023,PSYC1100,12,12,F,3.12,2.21,Dean's List
PERF001254,WMU00317,Fall 2023,MATH2010,6,6,F,3.29,2.75,Good Standing
PERF001255,WMU00398,Fall 2023,PSYC1100,3,0,C,3.79,3.88,Probation
PERF001256,WMU00204,Spring 2024,BUS2200,9,9,C,3.53,3.96,Good Standing
PERF001257,WMU00447,Fall 2023,MATH2010,6,6,C,3.37,3.92,Probation
PERF001258,WMU00288,Fall 2025,BUS2200,6,6,C,2.06,2.0,Good Standing
PERF001259,WMU00042,Spring 2025,BUS2200,3,3,W,2.87,2.66,Probation
PERF001260,WMU00319,Fall 2024,CS3100,12,12,C,3.72,3.66,Probation
PERF001261,WMU00489,Fall 2023,ECON2020,9,6,B,3.67,3.11,Probation
PERF001262,WMU00500,Fall 2023,STAT3010,12,12,D,3.04,1.92,Dean's List
PERF001263,WMU00233,Spring 2025,ECON2020,9,9,B,3.92,2.7,Dean's List
PERF001264,WMU00170,Fall 2024,PSYC1100,3,3,C,2.85,1.87,Good Standing
PERF001265,WMU00206,Spring 2025,DATA4020,12,9,W,1.89,2.73,Dean's List
PERF001266,WMU00351,Fall 2023,MATH2010,9,9,B,2.38,3.99,Probation
PERF001267,WMU00418,Fall 2023,CS3100,12,12,A,1.68,3.9,Good Standing
PERF001268,WMU00364,Fall 2024,MATH2010,9,6,B,3.2,3.2,Good Standing
PERF001269,WMU00141,Spring 2025,ECON2020,9,6,A,2.29,1.92,Dean's List
PERF001270,WMU00164,Fall 2025,CS3100,6,6,C,1.82,2.36,Good Standing
PERF001271,WMU00332,Fall 2024,STAT3010,15,15,F,2.32,2.77,Probation
PERF001272,WMU00324,Spring 2024,MATH2010,3,0,C,3.33,2.6,Good Standing
PERF001273,WMU00236,Spring 2024,BUS2200,3,3,W,3.85,3.82,Good Standing
PERF001274,WMU00149,Fall 2025,DATA4020,6,3,A,2.93,3.42,Dean's List
PERF001275,WMU00186,Fall 2023,ECON2020,9,9,W,2.51,2.27,Probation
PERF001276,WMU00371,Fall 2025,ECON2020,6,6,F,2.09,3.74,Dean's List
PERF001277,WMU00446,Spring 2025,DATA4020,9,6,D,2.87,1.82,Dean's List
PERF001278,WMU00334,Fall 2023,MATH2010,12,12,B,3.98,3.33,Dean's List
PERF001279,WMU00233,Fall 2025,PSYC1100,3,3,F,2.16,3.68,Good Standing
PERF001280,WMU00032,Spring 2025,CS3100,3,3,B,1.56,2.59,Dean's List
PERF001281,WMU00218,Fall 2025,STAT3010,9,9,B,3.63,2.12,Dean's List
PERF001282,WMU00314,Fall 2025,STAT3010,9,9,B,2.91,3.69,Probation
PERF001283,WMU00243,Spring 2024,DATA4020,15,15,B,3.67,3.83,Probation
PERF001284,WMU00033,Fall 2025,STAT3010,6,6,D,3.84,3.77,Dean's List
PERF001285,WMU00193,Fall 2023,ECON2020,3,3,C,1.91,2.84,Good Standing
PERF001286,WMU00475,Fall 2024,CS3100,15,15,B,3.3,3.71,Good Standing
PERF001287,WMU00187,Fall 2025,MATH2010,15,15,B,3.22,1.85,Good Standing
PERF001288,WMU00105,Spring 2024,DATA4020,12,12,A,2.56,2.22,Good Standing
PERF001289,WMU00075,Fall 2023,CS3100,12,12,C,1.85,3.92,Dean's List
PERF001290,WMU00193,Fall 2024,BUS2200,6,6,F,2.98,2.13,Good Standing
PERF001291,WMU00270,Fall 2025,PSYC1100,3,0,C,3.55,3.7,Probation
PERF001292,WMU00241,Fall 2025,PSYC1100,6,6,W,2.36,3.77,Good Standing
PERF001293,WMU00254,Fall 2024,ECON2020,12,12,D,2.92,3.14,Good Standing
PERF001294,WMU00012,Fall 2024,STAT3010,12,12,A,1.57,3.38,Dean's List
PERF001295,WMU00429,Spring 2024,PSYC1100,12,12,B,2.03,2.14,Dean's List
PERF001296,WMU00287,Spring 2024,BUS2200,3,3,B,2.73,2.83,Good Standing
PERF001297,WMU00256,Spring 2025,STAT3010,12,12,D,3.72,2.91,Good Standing
PERF001298,WMU00229,Spring 2025,ECON2020,3,0,C,3.33,1.86,Dean's List
PERF001299,WMU00353,Spring 2025,MATH2010,9,9,F,2.4,2.32,Good Standing
PERF001300,WMU00008,Spring 2025,DATA4020,12,12,B,3.06,3.55,Good Standing
PERF001301,WMU00002,Fall 2023,BUS2200,3,3,A,3.32,1.88,Dean's List
PERF001302,WMU00290,Spring 2025,PSYC1100,3,3,W,1.63,3.78,Probation
PERF001303,WMU00431,Fall 2025,MATH2010,12,9,D,3.45,2.61,Good Standing
PERF001304,WMU00074,Fall 2025,ECON2020,15,12,D,1.84,3.05,Good Standing
PERF001305,WMU00395,Spring 2025,PSYC1100,3,0,B,1.53,1.89,Dean's List
PERF001306,WMU00486,Fall 2024,STAT3010,15,15,W,3.62,3.58,Dean's List
PERF001307,WMU00127,Fall 2024,PSYC1100,12,12,D,3.32,2.42,Dean's List
PERF001308,WMU00289,Fall 2025,DATA4020,3,3,F,2.71,3.09,Good Standing
PERF001309,WMU00313,Spring 2024,CS3100,15,15,F,3.25,3.06,Dean's List
PERF001310,WMU00245,Spring 2024,BUS2200,6,6,F,3.47,2.37,Dean's List
PERF001311,WMU00446,Spring 2024,MATH2010,9,9,C,1.54,2.42,Good Standing
PERF001312,WMU00085,Fall 2023,STAT3010,15,12,D,2.24,2.08,Good Standing
PERF001313,WMU00391,Spring 2025,CS3100,9,9,D,1.75,2.02,Good Standing
PERF001314,WMU00087,Fall 2024,BUS2200,15,15,C,3.04,3.04,Probation
PERF001315,WMU00041,Spring 2024,STAT3010,15,15,A,1.51,1.96,Dean's List
PERF001316,WMU00333,Spring 2025,ECON2020,3,3,B,3.77,3.6,Probation
PERF001317,WMU00352,Spring 2024,ECON2020,9,9,B,3.57,3.84,Good Standing
PERF001318,WMU00168,Spring 2024,DATA4020,12,9,W,2.65,2.91,Dean's List
PERF001319,WMU00014,Fall 2025,MATH2010,12,12,B,2.01,2.96,Dean's List
PERF001320,WMU00389,Fall 2024,MATH2010,9,9,W,2.87,3.67,Good Standing
PERF001321,WMU00213,Fall 2024,ECON2020,6,6,D,3.24,3.97,Good Standing
PERF001322,WMU00245,Spring 2025,BUS2200,6,6,F,3.11,2.68,Dean's List
PERF001323,WMU00323,Fall 2025,BUS2200,3,3,D,1.56,3.29,Dean's List
PERF001324,WMU00338,Spring 2024,BUS2200,6,3,F,2.17,3.51,Dean's List
PERF001325,WMU00136,Fall 2025,STAT3010,12,12,A,3.64,3.69,Dean's List
PERF001326,WMU00281,Spring 2024,STAT3010,3,3,D,3.51,1.91,Good Standing
PERF001327,WMU00192,Fall 2023,CS3100,12,12,D,1.71,2.68,Good Standing
PERF001328,WMU00115,Fall 2024,MATH2010,9,6,C,2.39,2.5,Dean's List
PERF001329,WMU00149,Fall 2024,BUS2200,9,6,C,2.33,3.26,Dean's List
PERF001330,WMU00089,Fall 2025,DATA4020,15,15,C,3.72,2.57,Good Standing
PERF001331,WMU00006,Fall 2024,DATA4020,9,6,D,2.19,1.82,Dean's List
PERF001332,WMU00201,Spring 2025,CS3100,6,3,C,2.8,3.58,Good Standing
PERF001333,WMU00010,Spring 2024,DATA4020,3,3,C,1.68,2.64,Probation
PERF001334,WMU00263,Fall 2025,DATA4020,15,15,B,1.94,2.36,Probation
PERF001335,WMU00243,Spring 2025,DATA4020,3,3,F,2.97,2.84,Probation
PERF001336,WMU00448,Fall 2024,MATH2010,3,3,B,2.0,2.69,Dean's List
PERF001337,WMU00117,Fall 2024,MATH2010,6,6,C,3.55,3.71,Good Standing
PERF001338,WMU00266,Fall 2023,ECON2020,9,9,B,2.52,1.9,Probation
PERF001339,WMU00157,Spring 2025,PSYC1100,9,9,B,3.79,2.93,Dean's List
PERF001340,WMU00224,Fall 2023,MATH2010,12,12,A,3.49,2.53,Good Standing
PERF001341,WMU00309,Spring 2025,CS3100,12,12,A,3.96,3.51,Probation
PERF001342,WMU00348,Spring 2024,BUS2200,3,3,B,2.17,3.07,Dean's List
PERF001343,WMU00070,Spring 2025,BUS2200,9,9,F,2.69,2.87,Dean's List
PERF001344,WMU00328,Fall 2025,STAT3010,15,15,C,3.98,3.02,Good Standing
PERF001345,WMU00232,Fall 2023,STAT3010,12,12,D,3.02,2.96,Probation
PERF001346,WMU00142,Fall 2024,DATA4020,12,12,D,2.01,3.46,Dean's List
PERF001347,WMU00043,Fall 2025,PSYC1100,15,12,C,3.97,3.94,Good Standing
PERF001348,WMU00278,Spring 2024,CS3100,9,9,D,3.1,3.9,Probation
PERF001349,WMU00250,Fall 2023,BUS2200,15,15,C,2.96,3.18,Good Standing
PERF001350,WMU00380,Fall 2024,STAT3010,3,0,A,1.92,3.16,Probation
PERF001351,WMU00184,Fall 2024,STAT3010,12,12,B,3.92,2.58,Good Standing
PERF001352,WMU00201,Fall 2025,DATA4020,6,6,F,3.6,1.84,Good Standing
PERF001353,WMU00392,Fall 2023,PSYC1100,3,3,B,1.6,2.01,Dean's List
PERF001354,WMU00167,Spring 2025,BUS2200,12,9,D,2.21,2.76,Probation
PERF001355,WMU00475,Spring 2024,CS3100,6,6,A,3.14,1.95,Dean's List
PERF001356,WMU00005,Spring 2024,BUS2200,9,9,W,2.81,2.15,Good Standing
PERF001357,WMU00036,Spring 2024,CS3100,9,9,F,2.3,3.21,Dean's List
PERF001358,WMU00389,Fall 2023,BUS2200,9,9,A,2.93,2.15,Good Standing
PERF001359,WMU00370,Fall 2025,STAT3010,6,3,A,3.34,2.59,Dean's List
PERF001360,WMU00492,Fall 2024,BUS2200,6,6,B,2.65,3.65,Probation
PERF001361,WMU00268,Spring 2024,CS3100,3,3,A,3.62,2.78,Good Standing
PERF001362,WMU00284,Fall 2025,ECON2020,6,3,B,3.61,2.27,Good Standing
PERF001363,WMU00491,Fall 2024,DATA4020,15,15,F,3.81,3.56,Good Standing
PERF001364,WMU00055,Fall 2023,ECON2020,9,9,C,3.45,3.75,Probation
PERF001365,WMU00331,Spring 2024,PSYC1100,15,15,F,2.28,3.17,Good Standing
PERF001366,WMU00287,Fall 2025,ECON2020,3,3,B,1.83,3.39,Good Standing
PERF001367,WMU00489,Fall 2025,BUS2200,3,0,A,2.63,2.91,Good Standing
PERF001368,WMU00416,Fall 2025,STAT3010,12,12,B,2.68,3.62,Good Standing
PERF001369,WMU00178,Fall 2025,MATH2010,6,3,C,3.56,3.72,Dean's List
PERF001370,WMU00052,Fall 2023,MATH2010,12,12,D,3.96,3.08,Probation
PERF001371,WMU00084,Spring 2025,MATH2010,12,9,D,2.74,2.49,Good Standing
PERF001372,WMU00145,Fall 2023,PSYC1100,12,12,D,3.37,2.82,Good Standing
PERF001373,WMU00481,Fall 2024,DATA4020,12,12,C,2.74,1.93,Probation
PERF001374,WMU00429,Fall 2025,DATA4020,15,12,B,2.51,3.01,Probation
PERF001375,WMU00418,Fall 2025,CS3100,15,12,D,2.01,1.85,Good Standing
PERF001376,WMU00412,Fall 2023,MATH2010,12,9,D,1.7,2.32,Dean's List
PERF001377,WMU00150,Fall 2023,BUS2200,15,15,B,1.79,3.19,Good Standing
PERF001378,WMU00311,Fall 2025,BUS2200,12,12,W,1.72,3.73,Good Standing
PERF001379,WMU00137,Fall 2023,STAT3010,3,0,W,3.46,2.02,Good Standing
PERF001380,WMU00044,Fall 2025,PSYC1100,9,9,W,3.57,1.82,Dean's List
PERF001381,WMU00359,Fall 2024,ECON2020,15,15,A,1.62,3.09,Good Standing
PERF001382,WMU00347,Spring 2024,ECON2020,15,15,F,2.89,2.65,Good Standing
PERF001383,WMU00004,Spring 2025,STAT3010,3,3,W,2.78,3.85,Dean's List
PERF001384,WMU00312,Spring 2025,BUS2200,6,6,F,3.76,3.83,Good Standing
PERF001385,WMU00493,Fall 2025,BUS2200,15,15,A,2.55,2.52,Dean's List
PERF001386,WMU00159,Spring 2025,PSYC1100,9,9,B,2.35,3.32,Good Standing
PERF001387,WMU00193,Fall 2025,PSYC1100,3,0,D,2.09,2.02,Good Standing
PERF001388,WMU00409,Spring 2025,PSYC1100,12,12,A,2.31,2.55,Good Standing
PERF001389,WMU00294,Fall 2023,BUS2200,6,6,D,3.19,1.87,Good Standing
PERF001390,WMU00418,Spring 2025,BUS2200,12,12,F,2.7,3.13,Good Standing
PERF001391,WMU00277,Fall 2023,CS3100,15,15,W,3.56,2.38,Probation
PERF001392,WMU00469,Spring 2025,DATA4020,6,6,A,3.93,2.48,Probation
PERF001393,WMU00080,Fall 2024,ECON2020,15,15,W,3.8,2.03,Good Standing
PERF001394,WMU00235,Fall 2023,STAT3010,3,3,A,2.0,2.98,Dean's List
PERF001395,WMU00409,Fall 2024,MATH2010,3,3,W,3.38,3.6,Good Standing
PERF001396,WMU00064,Spring 2024,BUS2200,12,12,F,3.1,3.73,Dean's List
PERF001397,WMU00008,Spring 2024,CS3100,12,9,F,1.63,3.74,Good Standing
PERF001398,WMU00442,Spring 2024,BUS2200,9,9,W,2.17,2.74,Probation
PERF001399,WMU00125,Spring 2024,DATA4020,9,6,D,2.94,2.45,Good Standing
PERF001400,WMU00487,Fall 2023,PSYC1100,15,12,W,3.64,3.9,Good Standing
PERF001401,WMU00400,Spring 2025,MATH2010,6,3,B,3.84,3.15,Dean's List
PERF001402,WMU00065,Fall 2025,STAT3010,12,9,F,3.15,3.71,Probation
PERF001403,WMU00010,Fall 2025,CS3100,12,9,C,2.63,3.82,Good Standing
PERF001404,WMU00221,Spring 2025,BUS2200,3,0,B,1.76,2.67,Good Standing
PERF001405,WMU00303,Fall 2025,BUS2200,3,3,B,2.91,2.0,Probation
PERF001406,WMU00403,Spring 2024,BUS2200,3,3,W,1.91,3.61,Good Standing
PERF001407,WMU00135,Fall 2025,STAT3010,6,6,A,2.44,3.98,Probation
PERF001408,WMU00425,Spring 2024,MATH2010,6,6,W,3.35,2.98,Dean's List
PERF001409,WMU00492,Spring 2024,PSYC1100,3,0,A,3.87,3.8,Probation
PERF001410,WMU00201,Fall 2024,DATA4020,6,3,D,3.27,2.66,Good Standing
PERF001411,WMU00460,Spring 2025,DATA4020,6,6,F,2.21,1.98,Dean's List
PERF001412,WMU00188,Fall 2024,DATA4020,6,6,D,1.66,1.81,Good Standing
PERF001413,WMU00429,Fall 2023,STAT3010,9,9,A,2.78,2.01,Good Standing
PERF001414,WMU00353,Spring 2024,BUS2200,6,6,A,2.07,3.48,Probation
PERF001415,WMU00336,Fall 2023,BUS2200,15,12,D,3.25,1.93,Probation
PERF001416,WMU00409,Fall 2025,PSYC1100,12,12,W,2.72,2.79,Good Standing
PERF001417,WMU00416,Fall 2023,BUS2200,3,3,F,3.53,3.69,Dean's List
PERF001418,WMU00376,Spring 2025,DATA4020,12,12,B,3.43,1.86,Good Standing
PERF001419,WMU00454,Spring 2024,ECON2020,15,15,W,1.57,3.4,Dean's List
PERF001420,WMU00235,Spring 2024,BUS2200,15,15,A,2.89,2.21,Dean's List
PERF001421,WMU00045,Fall 2024,ECON2020,3,0,A,3.0,2.63,Dean's List
PERF001422,WMU00276,Fall 2023,ECON2020,12,9,A,1.5,3.99,Dean's List
PERF001423,WMU00344,Spring 2025,STAT3010,3,3,B,3.53,3.83,Good Standing
PERF001424,WMU00241,Fall 2023,PSYC1100,15,15,B,3.2,3.95,Probation
PERF001425,WMU00423,Spring 2025,CS3100,12,12,A,3.75,2.26,Dean's List
PERF001426,WMU00256,Fall 2024,ECON2020,9,9,D,2.72,3.16,Good Standing
PERF001427,WMU00265,Spring 2024,MATH2010,12,9,D,3.04,2.52,Probation
PERF001428,WMU00042,Spring 2024,DATA4020,12,9,A,2.19,1.86,Good Standing
PERF001429,WMU00458,Fall 2025,STAT3010,15,15,C,1.66,2.47,Dean's List
PERF001430,WMU00149,Spring 2024,DATA4020,9,6,C,1.85,3.58,Good Standing
PERF001431,WMU00330,Spring 2024,MATH2010,6,3,B,2.72,2.08,Good Standing
PERF001432,WMU00361,Fall 2024,MATH2010,3,3,W,3.76,2.64,Probation
PERF001433,WMU00418,Spring 2024,DATA4020,9,9,W,1.96,3.31,Dean's List
PERF001434,WMU00028,Fall 2023,PSYC1100,9,9,A,2.25,1.9,Good Standing
PERF001435,WMU00172,Fall 2025,PSYC1100,12,12,A,3.93,3.43,Probation
PERF001436,WMU00442,Fall 2023,DATA4020,3,3,W,3.31,2.26,Probation
PERF001437,WMU00332,Spring 2024,PSYC1100,9,9,W,2.14,3.01,Dean's List
PERF001438,WMU00014,Fall 2024,STAT3010,15,15,F,3.78,2.3,Good Standing
PERF001439,WMU00042,Fall 2023,DATA4020,6,3,B,3.89,1.95,Probation
PERF001440,WMU00116,Spring 2024,DATA4020,9,6,W,3.35,1.98,Dean's List
PERF001441,WMU00496,Fall 2023,DATA4020,6,6,B,2.39,2.05,Dean's List
PERF001442,WMU00059,Spring 2024,CS3100,6,3,F,3.56,2.27,Good Standing
PERF001443,WMU00471,Fall 2023,PSYC1100,9,9,C,1.53,2.51,Good Standing
PERF001444,WMU00326,Fall 2023,ECON2020,9,6,W,2.59,2.01,Good Standing
PERF001445,WMU00438,Spring 2025,MATH2010,12,12,F,1.63,2.02,Dean's List
PERF001446,WMU00002,Fall 2025,STAT3010,3,3,C,2.02,1.99,Good Standing
PERF001447,WMU00292,Fall 2023,MATH2010,12,12,B,2.58,2.98,Good Standing
PERF001448,WMU00447,Spring 2025,BUS2200,12,12,A,2.71,3.01,Dean's List
PERF001449,WMU00308,Fall 2024,MATH2010,9,9,F,3.18,3.19,Probation
PERF001450,WMU00130,Fall 2023,ECON2020,12,12,B,2.33,2.8,Good Standing
PERF001451,WMU00071,Fall 2023,ECON2020,15,15,B,3.66,3.61,Good Standing
PERF001452,WMU00383,Fall 2024,STAT3010,15,15,C,3.86,2.19,Good Standing
PERF001453,WMU00261,Spring 2025,MATH2010,6,3,A,1.63,2.23,Good Standing
PERF001454,WMU00434,Fall 2023,CS3100,9,6,C,3.94,3.32,Probation
PERF001455,WMU00257,Fall 2023,BUS2200,9,9,W,2.32,3.63,Good Standing
PERF001456,WMU00469,Fall 2025,DATA4020,3,3,A,2.22,2.14,Dean's List
PERF001457,WMU00183,Fall 2023,ECON2020,15,12,A,1.76,1.97,Probation
PERF001458,WMU00097,Spring 2024,BUS2200,9,9,A,1.74,3.69,Dean's List
PERF001459,WMU00455,Spring 2025,STAT3010,6,6,W,2.8,2.08,Good Standing
PERF001460,WMU00073,Spring 2025,DATA4020,3,3,A,3.98,2.31,Good Standing
PERF001461,WMU00382,Fall 2024,STAT3010,6,6,A,2.43,2.11,Good Standing
PERF001462,WMU00415,Spring 2024,MATH2010,12,12,A,1.78,2.26,Probation
PERF001463,WMU00042,Fall 2025,STAT3010,6,6,F,1.75,2.3,Good Standing
PERF001464,WMU00136,Fall 2024,DATA4020,12,12,F,2.45,3.94,Good Standing
PERF001465,WMU00188,Spring 2025,STAT3010,6,6,W,2.99,2.54,Dean's List
PERF001466,WMU00499,Fall 2024,BUS2200,15,15,C,1.82,2.47,Dean's List
PERF001467,WMU00469,Fall 2023,DATA4020,15,15,F,2.61,3.54,Good Standing
PERF001468,WMU00161,Fall 2023,DATA4020,15,12,D,1.98,2.18,Good Standing
PERF001469,WMU00268,Fall 2025,BUS2200,6,6,B,2.59,2.8,Dean's List
PERF001470,WMU00141,Fall 2025,BUS2200,9,9,C,3.15,3.01,Probation
PERF001471,WMU00451,Fall 2023,STAT3010,6,3,B,2.39,3.64,Good Standing
PERF001472,WMU00340,Fall 2024,DATA4020,12,12,D,3.95,2.69,Probation
PERF001473,WMU00041,Fall 2023,CS3100,9,9,C,2.72,3.77,Good Standing
PERF001474,WMU00482,Spring 2024,DATA4020,9,9,W,2.78,3.16,Dean's List
PERF001475,WMU00116,Spring 2025,ECON2020,6,6,A,2.17,3.52,Probation
PERF001476,WMU00276,Spring 2024,STAT3010,12,12,D,3.62,3.34,Good Standing
PERF001477,WMU00468,Fall 2023,DATA4020,3,0,C,3.81,2.67,Probation
PERF001478,WMU00194,Fall 2024,BUS2200,9,9,C,2.02,3.08,Dean's List
PERF001479,WMU00396,Fall 2023,STAT3010,12,12,W,2.12,2.44,Dean's List
PERF001480,WMU00133,Spring 2024,ECON2020,6,6,C,1.76,2.84,Good Standing
PERF001481,WMU00390,Spring 2025,BUS2200,6,3,W,3.24,2.72,Good Standing
PERF000013,WMU00357,Fall 2025,STAT3010,15,15,F,2.29,3.36,Dean's List
